round,date,token_symbol,amount,usd_amount,choice,block_number,choice_index,token_name,token_price,token_addr,score,proposal,tx_hash
6,2021-11-30,FXS,2.68032e+21,48896.48304714072,d3pool,13705829,66,Frax Share,18.242778118709975,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,397944.3834902662,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0xa31788bfa313b4467f6f01b5a3efc68173fa4db2c6193d11156b7ba47c7f74b8
6,2021-11-30,SPELL,8.64e+25,1151215.8403854566,mim-ust,13706230,61,Spell Token,0.01332425741186871,0x090185f2135308BaD17527004364eBcC2D37e5F6,2883064.346969401,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x5511677384c7250c97dfe670af100a02207ed72a341e8225faf5938e32933b77
6,2021-11-30,LUNA,4995916800.0,257689.73070769006,f-ustw,13706995,68,LUNA,51.5800684886686,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,626654.8622675786,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x503acac0d5a55ed044d1b935446d0056e0f9ceffe99e20a6448a3643dd1766cc
6,2021-11-30,MTA,6.72e+22,102691.7641613564,musd,13707785,14,Meta,1.528151252401137,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,249024.0010220519,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0xa59c78992cabb8da75a0b82f31972b84cf8d36f10de0fb6c421b6b2d8a234fa2
6,2021-11-30,EURS,6664320.0,75569.94552988432,eurs,13708817,22,STASIS EURS Token,1.1339483327613968,0xdB25f211AB05b1c97D595516F45794528a807ad8,185526.78423289143,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x686b744552c7c932a19c6986c76e5d632938939012d7981c2926ec743c9f50c1
6,2021-11-30,OGN,2.4e+23,246393.74573710954,ousd,13709070,54,OriginToken,1.0266406072379564,0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,606090.0535857417,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x09a8d312be2790fc90671027238ab4e8f196b46efb7b05aba47fbf05a77962e5
6,2021-11-30,TRIBE,4.8e+22,53431.58845976108,d3pool,13709193,66,Tribe,1.113158092911689,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,397944.3834902662,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x0e7f979f446d565767def698e1644e0f46080f9a850dfb11cc4de5a87c6b5554
7,2021-12-14,CRV,1.44e+20,480.56373362511175,cvxcrv,13768187,47,Curve DAO Token,3.3372481501743874,0xD533a949740bb3306d119CC777fa900bA034cd52,1519075.1138464985,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x6632a6629af6201938da4d9b8c135ba17aa8c4d78a6cf33697c00ac6ebb9d213
7,2021-12-14,OGN,9.6e+23,570884.5639883726,ousd,13768694,54,OriginToken,0.5946714208212214,0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,1287496.458034666,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xff4e8ee1552c2b85f40f88a5b34898871f1e061d79cba3b3d02d8bb3fa7ef27d
7,2021-12-14,ANGLE,8.787264e+23,366701.9578382034,3eur,13777784,76,ANGLE,0.41731073271293934,0x31429d1856aD1377A8A0079410B297e1a9e214c2,876710.0716817287,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xec9ee6b4102f5af21f0b38199e3b55611a91516e7315fa5e777f32c92d501f05
7,2021-12-14,DAI,1.28352e+18,1.2820284577574579,fixedforex:chf,13777820,52,Dai Stablecoin,0.9988379283201336,0x6B175474E89094C44Da98b954EedeAC495271d0F,4.5221984243707784e-24,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xbb77aa120fbaa70de72520aee75f009e26bf54180e38d6ad5bc178760cc3d6fe
7,2021-12-14,CRV,4.8e+22,160187.9112083706,crv-eth,13779684,77,Curve DAO Token,3.3372481501743874,0xD533a949740bb3306d119CC777fa900bA034cd52,424224.576785656,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x9b911da41895ea82249b8298682f7dd4aacff285e352ef33b344e6475ba4fb21
7,2021-12-14,LUNA,14992540800.0,800328.6135314053,ust-wormhole,13781502,68,LUNA,53.38178659693261,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,1852833.154949319,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x9c41451b65d60584adf6df714f77f91dfb5ccf54c0367052dcb050ac107f90bf
7,2021-12-14,FXS,1.4704032e+23,2598403.509766564,frax,13788821,33,Frax Share,17.671367348537895,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,6154118.19297144,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x0d29cef4685508e78aed52c5879e175204f3a14c15916c6993309490c95cc7c9
7,2021-12-14,FXS,2.49216e+21,44039.874851332206,d3pool,13788842,66,Frax Share,17.671367348537895,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,370966.9418518302,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x8e44bfc15f920a9aa55b45b0c61cd86cda3ad9d3d260b1cd987f0ef31708f9a7
7,2021-12-14,SPELL,1.4688e+26,1678637.694038394,mim-ust,13791457,61,Spell Token,0.011428633537843097,0x090185f2135308BaD17527004364eBcC2D37e5F6,4036849.207342714,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xc34c2dfab2db1fed868da0ba622c8bc3cc505f36fcfddaafe50ab56db800846a
7,2021-12-14,TRIBE,4.8e+22,46329.79879073087,d3pool,13792223,66,Tribe,0.9652041414735597,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,370966.9418518302,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xcd25fb03bce3d84c44b5a8ce79b46e5843dcefee9d8779388b2e754ae0ec6a89
7,2021-12-14,CVX,1.92e+22,518304.333053529,cvxcrv,13794822,47,Convex Token,26.995017346537967,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1519075.1138464985,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xc7bcc2b746f9ec91070f61e69760c70fd62652eda0e96f5c742d708721df7608
7,2021-12-14,ALCX,2.1792e+20,43212.43158391619,d3pool,13794825,66,Alchemix,198.29493201136285,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,370966.9418518302,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x9208b0bf88ac06bed165b36636957c2e6c8fec040b4aecea679e740531ac8881
7,2021-12-14,ALCX,4.32e+20,85663.41062890875,alusd,13795060,36,Alchemix,198.29493201136285,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,713309.3883104776,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xa4d985257b26464068b8bd30c95deecd7c8acf014ce4b6f826eb62c202e5adce
7,2021-12-14,ALCX,1.44e+21,285544.7020963625,aleth,13795134,59,Alchemix,198.29493201136285,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,695927.9252875261,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xfa9926fbc4ac0af2711a88632adabd0e4ad9564b5506767723c7866f71c940c8
7,2021-12-14,EURS,6664320.0,75400.98567561098,eurs,13796130,22,STASIS EURS Token,1.1314130425251334,0xdB25f211AB05b1c97D595516F45794528a807ad8,181327.7983744638,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0xdbb0fcab6e0934299c37b09d950b92cc6ce1cd1dae4b7de6c955bc9b445c55a7
7,2021-12-14,ALCX,1.056e+21,209399.44820399914,alusd,13797688,36,Alchemix,198.29493201136285,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,713309.3883104776,0xc26deaa05f45f3f6ad088cb6603d77cb2e826ff98b69e9a122706a37c8694681,0x52d87d6ee8fcd37456c15007e91ecdd86faa6b758087daebe7680a032b891fc5
8,2021-12-28,OGN,1.2e+24,869253.2045906045,ousd,13858195,54,OriginToken,0.7243776704921704,0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,732092.5281928178,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xfd01c092e3bfbba5523514b275f4bca8ea6328dd08cb3230c1dddf4bac6de90e
8,2021-12-28,LUNA,11138870400.0,1012754.3960600059,ust-wormhole,13858275,68,LUNA,90.92074507483325,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,1012020.3476716613,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x52de5145063879815422e302e1f120898066d8545f38b0c7584cc90d2123eab1
8,2021-12-28,LUNA,11138870400.0,1012754.3960600059,mim-ust,13858286,61,LUNA,90.92074507483325,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,4278238.672009748,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xae65dde74fbed0aa02d155231dc92692daa7e27213305149a4d036cecc81f1a5
8,2021-12-28,ALCX,1.624608e+18,362.97759618230054,cvxeth,13858947,79,Alchemix,223.42472533823576,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x85f43bfc2313c11358c1315cc445963e556feeb108296311713c69ead115c5b9
8,2021-12-28,WETH,4.96128e+16,200.49712430890884,cvxeth,13859011,79,Wrapped Ether,4041.237831948788,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xfdb648748a13d35d0b7a77c4cc50fc7f502f3d55263d9e27781db6135cda51ce
8,2021-12-28,YFI,7910390400000000.0,252.06461000064138,cvxeth,13859218,79,yearn.finance,31865.002516265366,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xaf17f42cf9136683f8706ecc1d9f1e31fb65dffa6436e75bcd3c102a4a4d6772
8,2021-12-28,MATIC,9.91008e+19,271.0697137306594,cvxeth,13859229,79,Matic Token,2.735292890982307,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xb2c4d9b5ec301d902d0d1840a9e4fae9e55c3d51b1116bc6238207e7aa7b89f1
8,2021-12-28,FLX,9.6e+18,6319.879516800001,rai,13860962,78,Flex Ungovernance Token,658.320783,0x6243d8CEA23066d098a15582d81a598b4e8391F4,466944.40092082386,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x8556ea05cd9675b29d609c5ae203b51f8def0647133e07177f47aeb0f45f78b9
8,2021-12-28,FLX,7.968e+20,524549.9998944,rai,13860974,78,Flex Ungovernance Token,658.320783,0x6243d8CEA23066d098a15582d81a598b4e8391F4,466944.40092082386,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xe5ef0af595f8dc5b1e5c8cc7f0ecfb65547d11947dea7f6c4853722f22730fdf
8,2021-12-28,RAI,1.44e+21,4351.717181784051,rai,13865116,78,Rai Reflex Index,3.0220258206833686,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919,466944.40092082386,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xb7719de0b995b1c06a61f7db2b1b2ebca42d9c3bed7dfcbfab8e5f7a0f488f31
8,2021-12-28,ANGLE,4.1853216e+23,152208.89108213532,3eur,13867068,76,ANGLE,0.3636731071804263,0x31429d1856aD1377A8A0079410B297e1a9e214c2,61397.63156100642,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x720f482746a5273461223fec437364a19b7408711314c96491d0fca982c316e4
8,2021-12-28,CVX,2.88e+22,1415102.7960963957,cvxcrv,13868507,47,Convex Token,49.13551375334708,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1654945.4835983815,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x6a95af7d808090d7fde13b39844bcb51ecdb480d52919aa010911031b44daf12
8,2021-12-28,CVX,2.88e+22,1415102.7960963957,cvxeth,13868509,79,Convex Token,49.13551375334708,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xb7c65c86066edeebe5edecefda99cb2fd28ee0e5286f003c6674c56f2fbe1745
8,2021-12-28,CRV,1.92e+23,1019726.9940018635,crv-eth,13869929,77,Curve DAO Token,5.311078093759706,0xD533a949740bb3306d119CC777fa900bA034cd52,855252.34865207,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x08b1bfc311fd2cbafdbedf03e46bf85784433ee880c6bf65ff4e3430c473d69b
8,2021-12-28,CRV,9.6e+22,509863.49700093176,eurtusd,13869934,71,Curve DAO Token,5.311078093759706,0xD533a949740bb3306d119CC777fa900bA034cd52,488191.6857045766,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xe16b18d1bc4ee642c31a1df43d9d237f3d39c58ad222f74e81e9285ffdefbc40
8,2021-12-28,CRV,9.6e+22,509863.49700093176,lusd,13869941,34,Curve DAO Token,5.311078093759706,0xD533a949740bb3306d119CC777fa900bA034cd52,434789.2380924738,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xe227157e8a35b2ee4519bc2952e0c61dd2a8b42c8ad53679227f40a05577fc42
8,2021-12-28,FXS,2.1908928e+23,5118853.858859602,frax,13872262,33,Frax Share,23.3642369853039,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,7352551.640585641,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x17a32d3079d5fb065781916dae4b1663232c6fd8864bfd4f54db29680991ee08
8,2021-12-28,FXS,4.47744e+21,104611.96924747911,d3pool,13872272,66,Frax Share,23.3642369853039,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,209187.6715350997,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xfca4e1ee5ed6a495130817ad646a416c907ab7b546194280d7fd1a9676e26c7d
8,2021-12-28,RAI,4.8e+21,14505.72393928017,cvxeth,13880001,79,Rai Reflex Index,3.0220258206833686,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919,1054790.8963740475,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x6f2844fc13195251e29fe91f6adf8affb64cf992c8023444f9b87891c48bec06
8,2021-12-28,SPELL,8.24519856e+25,2160186.5803347975,mim-ust,13880128,61,Spell Token,0.026199327579744757,0x090185f2135308BaD17527004364eBcC2D37e5F6,4278238.672009748,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x7fe8d63e07bca11e73480c9e377253e7dcae20b7fcbc866e9408030b284b7bce
8,2021-12-28,ALCX,4.8e+20,107243.86816235317,d3pool,13882607,66,Alchemix,223.42472533823576,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,209187.6715350997,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0xbcf46314c36c0c42efe33390016eec2afd770de4e54072f9ac0e2ed8ee9f95a5
8,2021-12-28,ALCX,1.728e+21,386077.92538447137,aleth,13882617,59,Alchemix,223.42472533823576,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,419069.2583342423,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x631510f3dcec7c2fc5791115d6b6dbdf46fcf4eae4128622ccccc360a92e791a
8,2021-12-28,FXS,9.458112e+22,2209815.7020154665,frax,13884254,33,Frax Share,23.3642369853039,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,7352551.640585641,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x5c734960ad225b02ead919b9127809cbb0503a93c086def23f339768e2c1b684
8,2021-12-28,SPELL,3.738201024e+25,979383.5318671329,mim-ust,13885893,61,Spell Token,0.026199327579744757,0x090185f2135308BaD17527004364eBcC2D37e5F6,4278238.672009748,0xee224d8e52bc9240eef248d30fa4b1a525c0f686da237620800ab549d1aba0ab,0x16910f97859684b2dffd9a227ee67d77297a38a1a93c0a4de919e03b7bbe6d9f
9,2022-01-11,OGN,1.44e+24,714313.0699986455,ousd,13949634,54,OriginToken,0.4960507430546149,0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,773707.230504178,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xc07958ebc35e3f42f7c68f014958bcaa670586e68a5b066a0b25940cb490f4c7
9,2022-01-11,CVX,7.0368e+20,25231.894634327804,cvxcrv,13949681,47,Convex Token,35.85705808652769,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,2688268.558674554,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xd7acc2a45e97c5d998e041c51267c401aeca810961fda935eea93d8b34f0b64f
9,2022-01-11,ANGLE,8.3447712e+23,401081.24046861945,3eur,13951533,76,ANGLE,0.48063779204469914,0x31429d1856aD1377A8A0079410B297e1a9e214c2,497268.6732955829,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64
9,2022-01-11,CVX,2.88e+22,1032683.2728919974,cvxeth,13953374,79,Convex Token,35.85705808652769,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1083472.5696077426,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x40e0382b63a3b3959768f8d8beeb7ba13bc496b7ad54740ee099fecd301c6124
9,2022-01-11,CVX,4.608e+22,1652293.2366271957,cvxcrv,13953379,47,Convex Token,35.85705808652769,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,2688268.558674554,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x3a7c613230bc3616f9498c17d1136388e00f0b8c0a0e9b88a381184467a62a6d
9,2022-01-11,MTA,6.1599963372319175e+22,42228.558771605756,musd,13957558,14,Meta,0.6855289591061958,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,104892.91088822867,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xf05314a1d3905f07c834867b819fbb33166a9655368e290579a0b514d8703b7f
9,2022-01-11,DAI,4.8e+22,48051.38464395609,usdp,13961142,30,Dai Stablecoin,1.0010705134157518,0x6B175474E89094C44Da98b954EedeAC495271d0F,43101.77931990932,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xf763fdf7cb10040c7adf516fed6da4cb8a29479c18a5d563b3f0f0cc645f8b07
9,2022-01-11,LUNA,33538560000.0,2327394.664697716,ust-wormhole,13961653,68,LUNA,69.39459132108581,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,2633231.6003515124,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x5943795dbd076cbf7c20a58d35dec4ff2289e15dc5eb0d309004b0cbf666e896
9,2022-01-11,FLX,8.0928e+20,268249.99978655996,rai,13964168,78,Flex Ungovernance Token,331.467477,0x6243d8CEA23066d098a15582d81a598b4e8391F4,360951.1743239173,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xaa95ba21cbfe9817433ce2834591a87bb6b58d8aaa13665ac3550eb8a91753ac
9,2022-01-11,ALCX,3.0912e+20,83696.55845013948,d3pool,13964218,66,Alchemix,270.7575001622007,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,269547.48137707275,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xf28d94791ca56ad6a411350e7f2772cfbe21cd8ec2476be3b0e632fa192d94a8
9,2022-01-11,ALCX,1.632e+21,441876.24026471155,aleth,13964226,59,Alchemix,270.7575001622007,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,616609.4458140848,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x0e23c44932cd98aca9547fa0013afe09768e7b4baac458497b7b38d02b89ad6b
9,2022-01-11,SPELL,8.138369472e+25,1138935.406701513,mim-ust,13964976,61,Spell Token,0.01399463873715751,0x090185f2135308BaD17527004364eBcC2D37e5F6,1232147.5794526665,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xf002265a21f23a2b6ba32b0fabb2933405929dbe3cf2a12f110444ab186b63e3
9,2022-01-11,FXS,1.8947424e+23,6593096.673280245,frax,13969197,33,Frax Share,34.79679703837442,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,7421991.861457728,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x891e7d0b39f0bb87c026862975ceb57ac84373acc90cf5a47747cba2f29b9260
9,2022-01-11,FXS,2.52576e+21,87888.35808764458,d3pool,13969203,66,Frax Share,34.79679703837442,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,269547.48137707275,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xdee386c373a6bf4cf523bc045d46c6a85b886f2a46c7e07a8105a552894c6656
9,2022-01-11,ALCX,1.92e+21,519854.4003114253,alusd,13970832,36,Alchemix,270.7575001622007,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,390340.46607647697,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x57c3b4a6452c0e478491c7b17140050a0fbd0237cd695c091fe30d88b8e683e6
9,2022-01-11,DAI,1.44e+22,14415.415393186826,usdp,13972337,30,Dai Stablecoin,1.0010705134157518,0x6B175474E89094C44Da98b954EedeAC495271d0F,43101.77931990932,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x5c3e7bb1bced2a915ba74bdda8aea6f0540ca72274d750aef3dda2c41362e674
9,2022-01-11,MTA,1.44e+22,9871.61701112922,musd,13972616,14,Meta,0.6855289591061958,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,104892.91088822867,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xb8f3f07fd3ebf92130380b47f39b37cdacaf5cb269214e95368360b21da9a87d
9,2022-01-11,MTA,9.6e+21,6581.07800741948,musd,13973811,14,Meta,0.6855289591061958,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,104892.91088822867,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0xc5759c2886391ccd196c27f5417f455709916a1b621a1ab422c68d7d1aab3472
9,2022-01-11,MTA,9.6e+21,6581.07800741948,musd,13974017,14,Meta,0.6855289591061958,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,104892.91088822867,0xc40fe6bb2dabd84a96d12642ecc73e20dbbacd8d7cf0d77cc1d4455e86fce47d,0x8c0ae73615b6765398332285a9f938ce8a7de2538fd765dd617874eddc7e38ba
10,2022-01-25,OGN,1.68e+24,524553.6298158559,ousd,14040077,54,OriginToken,0.31223430346181896,0x8207c1FfC5B6804F6024322CcF34F29c3541Ae26,733442.2335314315,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0x9bc191ed72522c4bbcfe37c1f7ed80bea774852d9ed62ecab68ac5ac6e95bdb7
10,2022-01-25,ANGLE,8.16e+23,274410.6000996787,3eur,14042126,76,ANGLE,0.33628750012215525,0x31429d1856aD1377A8A0079410B297e1a9e214c2,405913.5108132151,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0xb0ba5ff3f73c5d849fd54608ee4c38d2fa4a6018281fa0c624267737f4330b52
10,2022-01-25,DAI,9.6e+18,9.637410711327377,steth,14043095,25,Dai Stablecoin,1.0038969490966019,0x6B175474E89094C44Da98b954EedeAC495271d0F,678711.6491549445,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0xacc019b067bd75d4e6ce014bfc2d3b6a210ab234372f31240bc1a8dfe783089b
10,2022-01-25,CVX,4.608e+22,1283151.9714832127,cvxcrv,14046025,47,Convex Token,27.846179936701667,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1783740.347345297,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0x66c2e2adf0a94dee9583be95339334f491917d1a0d272f5442f0c0784e316bdd
10,2022-01-25,CVX,2.88e+22,801969.982177008,cvxeth,14046032,79,Convex Token,27.846179936701667,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,472355.19503036333,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0x17df618bf772d2ff1a192cc014e6f5ddde24aa68ba4c877f41fdd8156d8a1733
10,2022-01-25,FLX,8.064e+20,122950.0000512,rai,14049085,78,Flex Ungovernance Token,152.467758,0x6243d8CEA23066d098a15582d81a598b4e8391F4,203862.4664038664,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0xf7cc9f65d2f57dbf405f007dfe963e812f2e3b878ab866fc0df0c08be5517413
10,2022-01-25,LUNA,56942313600.0,3771974.991526892,ust-wormhole,14052808,68,LUNA,66.24203958454706,0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,5685059.197591513,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0x31a173b97ffaceeb03d62dc18e24ab5d3dcaa0d251486e72b6aa0e9e9f7d7dba
10,2022-01-25,LDO,2.4e+23,392751.32072337257,steth,14056861,25,Lido DAO Token,1.6364638363473858,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,678711.6491549445,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0xf12a45cdd7f02d9a9eaa463265cd1eee164a3c1bb45ed07df70c4a94c44f3d8a
10,2022-01-25,SPELL,6.592079232e+25,516024.93009524967,mim-ust,14057088,61,Spell Token,0.007827954002590023,0x090185f2135308BaD17527004364eBcC2D37e5F6,812555.1577866033,0x7004747402fb5e2cdb99216102760f637efe0c9c9f74af553200ebc2e59678c5,0x8573fe30c0b868b4aab2970389bbcd2cc5ac9245a8f8222f1cd66924468dfd79
