round,date,token_symbol,amount,usd_amount,choice,block_number,choice_index,token_name,token_price,token_addr,score,proposal,tx_hash
40,2023-03-21,FXS,1.2e+20,950.8914097227769,cvxCRV+FRAXBP (0x31c3…),16864106,95,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,348923.3228192502,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xcf1b5b31ea75bcc984a15d6fcb353d135fb8d712a7a464ce16714c4717efd0e9
40,2023-03-21,FXS,1.0464e+20,829.1773092782615,cvxFXS+FRAXBP (0x21d1…),16864111,96,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,351110.0228293131,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x6d2b59916b08f63544e85c1c96f129d5bfea754ee8c522109295311db3a743b9
40,2023-03-21,FXS,9.696e+19,768.3202590560037,CVX+FRAXBP (0xBEc5…),16864116,94,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,345504.45561488066,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xd6795f26edb1ecb4898b462f613c6691998e9a60dcd17e1122b6d5e49cf74af4
40,2023-03-21,FXS,7.968e+19,631.3918960559239,clevUSD+FRAXBP (0x84C3…),16864121,123,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,249984.91953227465,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x01e32f72f8da1e06a350d74c66ffcab374e8c238d283cb4764d134e157c9b13b
40,2023-03-21,FXS,1.1136e+20,882.427228222737,LUSD+FRAXBP (0x497C…),16864141,84,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,89280.3284043838,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x33be82986f9777ad389f8dff43ccf76b433d07a3e9ae335cd78d7e26d94fa3e8
40,2023-03-21,FXS,5.568e+19,441.2136141113685,BADGER+FRAXBP (0x13B8…),16864145,101,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,133725.01955262676,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x047c4cd6b9702032ef78924ccb59b0918cc85f767e9273953347da471fba7a47
40,2023-03-21,FXS,5.472e+19,433.60648283358626,ALCX+FRAXBP (0x4149…),16864147,97,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,170527.38023658886,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x24d3b03358d554c21c65fea244f883d381a6481d3d20351beeb47a7124149406
40,2023-03-21,FXS,6.24e+19,494.463533055844,msUSD+FRAXBP (0xc3b1…),16864150,125,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,102930.80401721038,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xff48c84df8133701d4e501facf77ed81bc05d6f28b7788a3f08d4fa028e4c0ee
40,2023-03-21,FXS,3.936e+19,311.8923823890708,SDT+FRAXBP (0x3e3C…),16864154,109,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,94507.72099719536,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x45504ff75609a444adf5ffee549e6dfdb6126f84e74c8edab63187055dd8df57
40,2023-03-21,FXS,3.264e+19,258.6424634445953,eUSD+FRAXBP (0xAEda…),16864157,137,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,968449.3047637679,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xeee88a2ee4ed8546ac8309d15a95893fb3c76c96f3c585bacf794488bda88929
40,2023-03-21,FXS,4.224e+19,334.71377622241744,USDD+FRAXBP (0x4606…),16864160,88,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,89280.3284043838,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0x994a8715d311a050db86e9d751e4598e1e6f6788c97fc1489a41c5b671a09f9e
40,2023-03-21,FXS,8.89824e+21,70510.49981376335,ETH+frxETH (0xa1F8…),16864234,106,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3040363.916296025,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xd2fd0d1dee234042a4f41aeceaf955a5d9e6f4cb8eca00fd3657ee89e916cb8d
40,2023-03-21,FXS,7.2e+19,570.534845833666,SDT+FRAXBP (0x3e3C…),16869637,109,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,94507.72099719536,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xf4b52cb5a443c352b94bae1992ee6cfe578ff94c623cf28862521f42089b4119
40,2023-03-21,FXS,3.6008544e+21,28533.512638520533,ETH+frxETH (0xa1F8…),16870140,106,Frax Share,7.9240950810231405,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3040363.916296025,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xa3db58f696518c10dbc324109a3cc7b94803f9ed1fbd695d632c0f185c93c755
40,2023-03-21,CRV,4.25295168e+22,41249.84532246716,ETH+frxETH (0xa1F8…),16870140,106,Curve DAO Token,0.9699109800952912,0xD533a949740bb3306d119CC777fa900bA034cd52,3040363.916296025,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xa3db58f696518c10dbc324109a3cc7b94803f9ed1fbd695d632c0f185c93c755
40,2023-03-21,CVX,1.049376e+21,5710.878831339897,ETH+frxETH (0xa1F8…),16870140,106,Convex Token,5.442166422083121,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,3040363.916296025,0x0d347722757c006a908b50659c0906914e68bc6c1220eda43f0a8f5571f4ce10,0xa3db58f696518c10dbc324109a3cc7b94803f9ed1fbd695d632c0f185c93c755
41,2023-04-04,ALCX,5.28e+21,105940.90212344128,ETH+alETH (0xC4C3…),16939024,38,Alchemix,20.064564796106303,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2056171.6805267078,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xe3d04e58a0c16b0548f1b14d8897f9f5a89ea671e5bc9c5e68dc1670b7e6ef1d
41,2023-04-04,ALCX,5.28e+21,105940.90212344128,alUSD+FRAXBP (0xB30d…),16939024,87,Alchemix,20.064564796106303,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2254840.878855599,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xe3d04e58a0c16b0548f1b14d8897f9f5a89ea671e5bc9c5e68dc1670b7e6ef1d
41,2023-04-04,ALCX,9.6e+20,19261.98220426205,alUSD+3Crv (0x43b4…),16939024,26,Alchemix,20.064564796106303,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,371132.1618559597,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xe3d04e58a0c16b0548f1b14d8897f9f5a89ea671e5bc9c5e68dc1670b7e6ef1d
41,2023-04-04,GNO,9.6e+19,10734.224036177739,xdai-WXDAI+USDC+USDT (0x7f90…),16939717,179,Gnosis Token,111.81483371018477,0x6810e776880C02933D47DB1b9fc05908e5386b96,205119.12931706206,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x557d56a213c82c091f1ec52bffdf687dfe081158bec1606ef79486ad2a8e280b
41,2023-04-04,CVX,1.25184e+21,6323.784837280433,ETH+frxETH (0xa1F8…),16941083,106,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,3277315.240360193,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x026b9d4013f54898a0cbff26893eb0dad610eb2d19c268d2f6a6c53b4ccd478d
41,2023-04-04,CRV,5.364576e+22,49433.594109265214,ETH+frxETH (0xa1F8…),16941083,106,Curve DAO Token,0.9214818488779954,0xD533a949740bb3306d119CC777fa900bA034cd52,3277315.240360193,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x026b9d4013f54898a0cbff26893eb0dad610eb2d19c268d2f6a6c53b4ccd478d
41,2023-04-04,FXS,4.27968e+21,38314.327815032455,ETH+frxETH (0xa1F8…),16941083,106,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3277315.240360193,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x026b9d4013f54898a0cbff26893eb0dad610eb2d19c268d2f6a6c53b4ccd478d
41,2023-04-04,SPELL,3.36e+25,25157.820697393432,MIM+3Crv (0x5a6A…),16941438,29,Spell Token,0.0007487446636128996,0x090185f2135308BaD17527004364eBcC2D37e5F6,480309.67556982266,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x8db121c64ee1e3d8f102c79a93a25e62a88ff250f62aacdfe4a9191cdbbbdcaa
41,2023-04-04,CRV,1.056e+22,9730.848324151631,UZD+FRAXBP (0x6893…),16942312,142,Curve DAO Token,0.9214818488779954,0xD533a949740bb3306d119CC777fa900bA034cd52,188990.0426206689,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xb675f56f6f86df6c3a9936e2fac38cbeb16e2acedf20de6026d2d4550a02fc6d
41,2023-04-04,CVX,3.456e+22,174583.01698013465,WETH+CVX (0xB576…),16943730,46,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,3422509.079545124,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xa36ec262a4efe49f8b4ee696874f43fa6f15b63539ae58db08adcb20036ebbb0
41,2023-04-04,CVX,2.88e+21,14548.584748344554,CVX+FRAXBP (0xBEc5…),16943737,94,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,297416.08471977845,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x8f3523aef236a9f5beb9aa26371255a853ccb9f590620a650b9cbbfb8f3e99b3
41,2023-04-04,CVX,4.608e+22,232777.35597351287,CRV+cvxCRV (0x971a…),16943744,140,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,5690146.764649759,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x25100956e4d78d9e075b0cc62bb08101bae844f509c9254fce80cb5fc8e143f4
41,2023-04-04,CVX,2.88e+21,14548.584748344554,cvxCRV+FRAXBP (0x31c3…),16943749,95,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,297802.18431945756,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xd7a295d5ea8704e6176bae16a085dec55ad01f0d2123ae31a8e8799c347355b7
41,2023-04-04,CVX,4.32e+22,218228.77122516834,FXS+cvxFXS (0xd658…),16943753,58,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,4287182.332597605,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x9492257a7d2b062000839b1169bb1ab234a7ffda5429e82040b3ddd21403bee3
41,2023-04-04,CVX,1.92e+21,9699.05649889637,cvxFXS+FRAXBP (0x21d1…),16943758,96,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,205007.06607471232,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xe13e1224bd7ac8ac1df12ad58c71cb4f28e53b9adb352e2ba6f751024191aa64
41,2023-04-04,CVX,2.88e+21,14548.584748344554,FPIS+cvxFPIS (0xfBB4…),16943761,143,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,282117.55070427654,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x707156846ecdd47a35329751cfe0600894a37797c107ea28cf5678b01ef62112
41,2023-04-04,TUSD,1.44e+22,14401.806788402166,TUSD+3Crv (0xEcd5…),16946289,21,TrueUSD,1.000125471416817,0x0000000000085d4780B73119b644AE5ecd22b376,278657.6903831577,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xfcf96073cdd5f74cdcdd430441c1a24c3ec5fa1dfd7852962e0f4a7786c8a2cd
41,2023-04-04,TUSD,1.92e+21,1920.240905120289,TUSD+FRAXBP (0x33ba…),16946294,89,TrueUSD,1.000125471416817,0x0000000000085d4780B73119b644AE5ecd22b376,102333.22123913241,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xf87edcde314f31f43a47a8829238869b39c3a561c5e9130a8a7653cc57fd6171
41,2023-04-04,USDD,6.72e+21,6632.271722718529,USDD+3Crv (0xe6b5…),16946302,78,Decentralized USD,0.9869451968331145,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,127367.98468642104,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xecc22407b80b57b7c717ba5ade3a6b37000511bf097fed6ec74fd14170680395
41,2023-04-04,USDD,1.44e+21,1421.2010834396851,USDD+FRAXBP (0x4606…),16946305,88,Decentralized USD,0.9869451968331145,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,103001.5747912432,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x5604094b68082888588f40afdb8448f386e99752bee6b30fe13af642920107ba
41,2023-04-04,CNC,8.529230769224676e+21,56060.536025487956,ETH+CNC (0x838a…),16948002,135,Conic Finance Token,6.572754043397042,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,1074460.1435046585,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x73949db1903dbc1a7651dbc4b2e5602e67eb4256c0f6e91b96f6420fb3665361
41,2023-04-04,CLEV,7.104e+20,13058.420721572416,ETH+CLEV (0x342D…),16952579,124,CLever Token,18.381785925636848,0x72953a5C32413614d24C29c84a66AE4B59581Bbf,248894.4632170128,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x02d183b63cd6aafdd61a9c6cd3ab8682e798a2184af1f634eb71ddc140770ac0
41,2023-04-04,CLEV,1.33248e+21,24493.362110192586,CVX+clevCVX (0xF907…),16952579,122,CLever Token,18.381785925636848,0x72953a5C32413614d24C29c84a66AE4B59581Bbf,468896.22780525923,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x02d183b63cd6aafdd61a9c6cd3ab8682e798a2184af1f634eb71ddc140770ac0
41,2023-04-04,INV,1.6224e+21,75297.64496986516,DOLA+FRAXBP (0xE571…),16955157,92,Inverse DAO,46.41127032166245,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,1753627.3185383882,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x2e3f1d0cb02f92fbe48ab587ef851629a262a2a314b86d0ae35a33c644e677df
41,2023-04-04,CVX,2.5248e+20,1275.4259296048726,DOLA+FRAXBP (0xE571…),16955157,92,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1753627.3185383882,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x2e3f1d0cb02f92fbe48ab587ef851629a262a2a314b86d0ae35a33c644e677df
41,2023-04-04,CRV,1.150176e+22,10598.663070150973,DOLA+FRAXBP (0xE571…),16955157,92,Curve DAO Token,0.9214818488779954,0xD533a949740bb3306d119CC777fa900bA034cd52,1753627.3185383882,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x2e3f1d0cb02f92fbe48ab587ef851629a262a2a314b86d0ae35a33c644e677df
41,2023-04-04,eUSD,4.8e+22,48050.016,eUSD+FRAXBP (0xAEda…),16956801,138,Electronic Dollar,1.001042,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,1211504.418117577,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x4e3af2340f5abc805f871613d402376beb94c3b4e9f66ace0e2436c252f06648
41,2023-04-04,CVX,4.8e+21,24247.641247240925,CRV+cvxCRV (0x9D04…),16961483,31,Convex Token,5.051591926508526,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1546845.5514739715,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xd512155dc8d4256ecd960ce923081e8fc4508e0f8e4eadb6bb2dba876941d114
41,2023-04-04,FXS,3.4824e+22,311765.86843658646,FRAX+3Crv (0xd632…),16963467,23,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,6169364.37940148,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x015f55042694d76becb8bfda822a143e81f681cbe586d2f6e3993caf98ae92da
41,2023-04-04,FXS,2.293824e+22,205357.2339193328,FRAX+FPI (0xf861…),16963472,70,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4034067.912658627,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xe845fde5ddc88d3ffc6edab50eb01969c49ae9a20d564a374fd3217916715d7a
41,2023-04-04,FXS,2.669376e+22,238978.95900062643,FRAX+USDC (0xDcEF…),16963498,81,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4727806.396353383,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x3ba4d8bb8e032d8b1f30137809f657b7ec7e7c0be4c7a1d75987d5a6799bb674
41,2023-04-04,FXS,4.2624e+20,3815.96266260081,DOLA+FRAXBP (0xE571…),16963511,92,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1753627.3185383882,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xcd3cf5d303282ccd17e43af722bd2970dc058d9278d67a3a02ac0a0211cddea3
41,2023-04-04,FXS,1.09728e+21,9823.52550304668,alUSD+FRAXBP (0xB30d…),16963736,87,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2254840.878855599,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x7a7bbd4c820ea88034929397a7a65e959e74e148322b42142524406a8e5742b1
41,2023-04-04,FXS,3.6768e+20,3291.697522018266,TUSD+FRAXBP (0x33ba…),16963743,89,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,102333.22123913241,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0xa9409d412c14ee9dc558991725aaff2aed500285447a49d83d8a1076988d5b6b
41,2023-04-04,FXS,1.8528e+20,1658.7405267611628,clevUSD+FRAXBP (0x84C3…),16963750,123,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,337418.95157476224,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x277689eb9e6caad9ac3fe7ac5d2ed939cb4701847078d6723be1b1ad05ba6dc4
41,2023-04-04,FXS,1.0464e+20,936.8016446474961,cvxFXS+FRAXBP (0x21d1…),16963760,96,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,205007.06607471232,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x2f3d618f0c9cf79d9976f7aea96284348a59bf1410ccb03cfbb3c9700c745a6d
41,2023-04-04,FXS,1.0368e+20,928.207134146143,cvxCRV+FRAXBP (0x31c3…),16963764,95,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,297802.18431945756,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x07dc5e5f0d59914c055cd447d4efad71487bf9ee86a405f80419984aea833b36
41,2023-04-04,FXS,9.024e+19,807.8839871271986,CVX+FRAXBP (0xBEc5…),16963767,94,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,297416.08471977845,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x6627434ceb5f05d220016b1f1581d7a16c3f725e6973b30e393a295fcab7dc95
41,2023-04-04,FXS,8.61024e+21,77084.16468663664,ETH+frxETH (0xa1F8…),16963774,106,Frax Share,8.952615105576225,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3277315.240360193,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x2694dd30e0872b60ba93cc4c1b10cbe0b797756d3ff6406709b77941a9263866
41,2023-04-04,STG,2.4e+22,17148.99678293775,STG+FRAXBP (0x867f…),16965180,127,StargateToken,0.7145415326224062,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,327608.24022434204,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x122d4b08c5e3aa0489bf358732b4875ebac3890b18330546610ee1fd70adedcd
41,2023-04-04,STG,1.44e+23,102893.98069762648,STG+USDC (0x3211…),16965190,61,StargateToken,0.7145415326224062,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,1979982.1289708787,0xb0979f818b1b9beebdea3bb3e814d1e110236cebced4a85903c4b5e77a901d13,0x7fdf678325a94754dd2ed14f97179dce99bbdade05eb6f7bf3ded73247183fd5
42,2023-04-18,CVX,1.645056e+22,99299.35893676142,WETH+CVX (0xB576…),17036554,45,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1771135.0995470393,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xa2e22675234cbd5da18e2f552d5d10a4a8c734bab1957a304bcbd5da18377ebb
42,2023-04-18,CVX,2.74176e+21,16549.893156126902,CVX+FRAXBP (0xBEc5…),17036559,93,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,277327.97191143595,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xa4ab95c5f744b4dda3e2056fd3cf98c40b6e8be3faad3e6df86d84a4d2559d48
42,2023-04-18,CVX,6.8544e+21,41374.73289031726,frxETH+CVX (0x47D5…),17036562,154,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,816090.3574603689,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x467d5efe01238c428652d9fb27a28ddcd7f6524a1da22ede8fecfbc10ac1379d
42,2023-04-18,CVX,6.991488e+22,422022.27548123605,CRV+cvxCRV (0x971a…),17036571,139,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,7542654.319185545,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x7ae354dca3332ef320df0940b108127c5abcd7802769420fe5353398c5164126
42,2023-04-18,CVX,2.74176e+21,16549.893156126902,cvxCRV+FRAXBP (0x31c3…),17036575,94,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,284103.4085004015,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x33a242bf1957bf6ea34f7718e3e4b15c078397f8aa3a92fff6a8368cb849c5ae
42,2023-04-18,CVX,3.015936e+22,182048.82471739594,FXS+cvxFXS (0xd658…),17036578,57,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,2950598.181220693,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xe714d9067491d79f895780742874794078255ef1c06a7458a61b3a241c11cb52
42,2023-04-18,CVX,1.37088e+21,8274.946578063451,cvxFXS+FRAXBP (0x21d1…),17036581,95,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,149776.78119510444,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xb27c30496e851d10d042a0784ee1adab6a761d971948d6c723d3555c02f9d350
42,2023-04-18,CVX,6.8544e+21,41374.73289031726,FPIS+cvxFPIS (0xfBB4…),17036583,142,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,657700.3411982551,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x2bcec0770689fc8a99d53944817ec8c84126c9eb03bdf821850c6db2ca3fcfa6
42,2023-04-18,eCFX,9.6e+22,34780.032,eCFX+ETH (0x5ac4…),17037733,146,ethereum Conflux,0.362292,0xA1f82E14bc09A1b42710dF1A8a999B62f294e592,548840.261689455,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xf7fcde47a0282b0a0755f36f80bf9357d2e7a9d5733375c73086ab654696a756
42,2023-04-18,GNO,7.2e+19,8699.993758120181,xdai-WXDAI+USDC+USDT (0x7f90…),17038896,193,Gnosis Token,120.83324664055807,0x6810e776880C02933D47DB1b9fc05908e5386b96,136692.29292619936,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x654538ff91516152e34fa7bee7bb41b69f1f5286a2d2ceea5a43c1a88f99b65c
42,2023-04-18,SPELL,3.36e+25,26210.068037766712,MIM+3Crv (0x5a6A…),17039356,29,Spell Token,0.0007800615487430569,0x090185f2135308BaD17527004364eBcC2D37e5F6,411696.6569948984,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0xa2f1589e492cbc256532685146bc37704fe7b46d403417fa752ca976ac1c58f3
42,2023-04-18,CRV,1.4208e+22,14926.6084249655,UZD+FRAXBP (0x6893…),17040268,141,Curve DAO Token,1.0505777326129997,0xD533a949740bb3306d119CC777fa900bA034cd52,243091.11935873213,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x777d0ccea56cff931f3d92c9813dd41d14fe2a1692eb9bc294766e4110ed8e14
42,2023-04-18,CVX,1.338206138562395e+21,8077.719645074985,ETH+frxETH (0xa1F8…),17040834,105,Convex Token,6.036229705053288,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,3043207.258341613,0x4e4d64db0452c07c2eb58413fbc8f30e410ec89646f6368c4cb8d217187f5ff9,0x80f37b7842ec505daa636f08189df25b1affe2295ae29bfc17fd8d69b3508f8b
